Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro)
Rover,45,2003,Sedan,190000.0,2000.0,Diesel,Manual,1000.0
Toyota,Auris,2014,Universal,235500.0,1800.0,Hybrid,Automatic,7899.0
Toyota,Prius,2011,Hatchback,209400.0,1800.0,Hybrid,Automatic,6599.0
Volkswagen,Passat,2006,Universal,260000.0,2000.0,Diesel,Automatic,3300.0
Opel,Vectra,1993,Sedan,347000.0,1700.0,Diesel,Manual,1750.0
Volkswagen,Transporter,2013,Minivan,145500.0,2000.0,Diesel,Automatic,11500.0
Mercedes,E Class,2004,Sedan,360000.0,2699.0,Diesel,Automatic,4900.0
BMW,5 Series,1994,Sedan,248000.0,2000.0,Petrol,Manual,2250.0
Skoda,Fabia,2009,Universal,14005.0,1200.0,Petrol,Manual,4300.0
Land Rover,Discovery,2004,SUV,235000.0,2500.0,Diesel,Automatic,6300.0
Dodge,Journey,2008,Minivan,300.0,200.0,Diesel,Automatic,8200.0
Mercedes,Vito,2001,Minivan,350000.0,2200.0,Diesel,Manual,4500.0
Renault,Megane,2005,Hatchback,4114.0,1500.0,Diesel,Manual,2900.0
Hyundai,ix35,2011,Minivan,211000.0,1700.0,Diesel,Manual,10000.0
BMW,X5,2016,Crossover,123000.0,3000.0,Diesel,Automatic,49500.0
Honda,Civic,1995,Hatchback,350000.0,1500.0,Petrol,Manual,1350.0
Opel,Vectra,1993,Sedan,55888.0,1800.0,Petrol,Manual,100.0
Audi,Q5,2017,Crossover,27000.0,2000.0,Diesel,Automatic,34000.0
Dodge,Caliber,2010,Crossover,95000.0,2000.0,Petrol,Automatic,5000.0
Skoda,Octavia,2017,Hatchback,80000.0,1600.0,Petrol,Manual,12000.0
Citroen,C3,2003,Hatchback,239000.0,1600.0,Metan/Propan,Automatic,2550.0
Seat,Alhambra,2002,Minivan,257890.0,2000.0,Diesel,Manual,4550.0
Peugeot,Expert,1999,Universal,250.0,1900.0,Diesel,Manual,1500.0
Mazda,6,2006,Universal,22222222.0,2000.0,Diesel,Manual,4000.0
Honda,Accord,1993,Sedan,270000.0,200.0,Metan/Propan,Manual,1600.0
Toyota,Auris,2016,Universal,160000.0,1400.0,Diesel,Manual,10000.0
Volkswagen,Passat,1993,Sedan,300000.0,1800.0,Metan/Propan,Manual,1700.0
Renault,Kangoo,2007,Universal,1111.0,1600.0,Petrol,Manual,3500.0
Lexus,Es Series,2014,Sedan,65000.0,2500.0,Hybrid,Automatic,17950.0
KIA,Sorento,2017,Crossover,93000.0,2000.0,Diesel,Automatic,22800.0
Ford,Fiesta,2012,Hatchback,170000.0,1398.0,Diesel,Manual,6500.0
Mitsubishi,Outlander,2013,Crossover,196500.0,1990.0,Plug-in Hybrid,Automatic,11900.0
Mercedes,E Class,2001,Sedan,333333.0,200.0,Metan/Propan,Manual,5000.0
Renault,Scenic,2011,Microvan,140000.0,1500.0,Diesel,Manual,5499.0
Rover,400 Series,1994,Cabriolet,1234.0,1400.0,Petrol,Manual,1300.0
Dacia,Logan,2006,Sedan,21500.0,140.0,Metan/Propan,Manual,2450.0
Opel,Vectra,1993,Hatchback,250265.0,1600.0,Diesel,Manual,700.0
Audi,A6,1998,Sedan,183412.0,2400.0,Petrol,Manual,4000.0
BMW,X5,2002,SUV,202400.0,2989.0,Diesel,Automatic,6000.0
Mazda,626,2000,Sedan,24000.0,2000.0,Petrol,Manual,1600.0
Audi,A6,2010,Sedan,320000.0,1989.0,Diesel,Automatic,11500.0
Toyota,Avensis,2000,Universal,0.0,2000.0,Diesel,Manual,2600.0
Renault,Megane,2014,Universal,16000.0,1461.0,Diesel,Manual,8550.0
Volkswagen,Passat,2016,Sedan,97500.0,1800.0,Petrol,Automatic,13200.0
BMW,7 Series,2001,Sedan,301000.0,2800.0,Petrol,Automatic,20500.0
Renault,Thalia,2012,Sedan,50000.0,1149.0,Petrol,Manual,5000.0
Infiniti,FX,2006,Crossover,320000.0,3500.0,Petrol,Automatic,19500.0
Infiniti,FX,2006,Crossover,25.0,4500.0,Petrol,Automatic,17000.0
Mercedes,S Class,1978,Sedan,6.0,5000.0,Petrol,Automatic,10000.0
Opel,Astra,2007,Universal,220000.0,1899.0,Diesel,Automatic,5100.0
Fiat,Punto,2005,Hatchback,197000.0,1200.0,Petrol,Manual,2599.0
Zaz,1102 Tavria,1993,Hatchback,1.0,1300.0,Petrol,Manual,600.0
Vaz,21099,1995,Sedan,24100.0,1500.0,Petrol,Manual,18000.0
Opel,Astra,2012,Universal,129000.0,100.0,Diesel,Manual,6300.0
Volkswagen,Passat,2008,Universal,60085466.0,2000.0,Diesel,Manual,6000.0
Volkswagen,Golf,1997,Hatchback,230000.0,1600.0,Metan/Propan,Manual,2900.0
Mercedes,E Class,1990,Combi,33333333.0,2000.0,Diesel,Automatic,600.0
Volkswagen,Passat,1995,Universal,300000.0,1800.0,Metan/Propan,Manual,2200.0
Dacia,Duster,2010,SUV,127001.0,1500.0,Diesel,Manual,7300.0
Hyundai,Tucson,2007,SUV,2000.0,2000.0,Petrol,Manual,5300.0
Mitsubishi,Pajero,2001,SUV,221600.0,3148.0,Diesel,Manual,7400.0
Toyota,Avensis,2007,Sedan,215000.0,1998.0,Diesel,Manual,4000.0
Mercedes,S Class,2013,Sedan,1.0,2200.0,Diesel,Automatic,15999.0
Ford,Focus,2016,Universal,195000.0,1500.0,Diesel,Manual,7200.0
BMW,7 Series,2010,Sedan,200000.0,3000.0,Diesel,Automatic,14500.0
Skoda,Fabia,2010,Universal,181000.0,1200.0,Diesel,Manual,5000.0
Vaz,2109,1999,Hatchback,1.0,1500.0,Petrol,Manual,2000.0
Toyota,Prius,2009,Hatchback,230000.0,1500.0,Metan/Propan,Automatic,5499.0
Mercedes,E Class,2002,Sedan,358000.0,2200.0,Diesel,Automatic,3450.0
Volkswagen,Caddy,1999,Minivan,285000.0,1900.0,Diesel,Manual,3000.0
KIA,Venga,2010,Hatchback,121750.0,1599.0,Petrol,Automatic,6250.0
BMW,5 Series,1999,Sedan,310000.0,4400.0,Metan/Propan,Automatic,7950.0
Mitsubishi,Galant,2003,Sedan,143000.0,2000.0,Petrol,Manual,4200.0
Opel,Astra,2012,Hatchback,200000.0,1400.0,Petrol,Manual,5800.0
Mercedes,M Class,2001,SUV,2505241.0,2700.0,Diesel,Manual,2600.0
BMW,7 Series,2005,Sedan,164122.0,3000.0,Metan/Propan,Automatic,10000.0
Ford,Ka,2009,Hatchback,130000.0,1200.0,Petrol,Manual,3100.0
Volvo,XC60,2014,SUV,84000.0,2000.0,Petrol,Automatic,16500.0
Audi,100,1994,Universal,1.0,2000.0,Metan/Propan,Manual,1800.0
Toyota,Corolla Verso,2005,Universal,350000.0,2000.0,Diesel,Manual,3600.0
Porsche,Cayenne,2006,SUV,177000.0,3200.0,Petrol,Automatic,11398.0
Ford,Fusion,2013,Sedan,90000.0,1600.0,Petrol,Automatic,9899.0
BMW,2 Series,2015,Hatchback,18300.0,1500.0,Diesel,Manual,12999.0
Skoda,Octavia,2009,Universal,265141.0,1798.0,Petrol,Automatic,6300.0
Mercedes,M Class,2001,SUV,250000.0,2700.0,Diesel,Automatic,4200.0
Audi,A5,2009,Coupe,144000.0,2700.0,Diesel,Automatic,3850.0
Volkswagen,Scirocco,2010,Coupe,200000.0,1390.0,Petrol,Manual,6550.0
Mercedes,E Class,2015,Sedan,320000.0,2000.0,Metan/Propan,Automatic,14500.0
Suzuki,Alto,2005,Hatchback,285000.0,100.0,Petrol,Manual,1100.0
Ford,Transit Connect,2003,Minivan,280000.0,1800.0,Diesel,Manual,3200.0
Toyota,Auris,2010,Hatchback,170000.0,1400.0,Diesel,Manual,6800.0
Toyota,Auris,2015,Universal,110000.0,1364.0,Diesel,Manual,9300.0
Mercedes,C Class,2004,Hatchback,5.0,2200.0,Diesel,Manual,4900.0
Chrysler,Voyager,2000,Minivan,68496343.0,2500.0,Diesel,Manual,300.0
Lexus,RX Series,2012,Crossover,175000.0,350.0,Hybrid,Automatic,21700.0
Citroen,C4,2008,Hatchback,112000.0,1997.0,Petrol,Automatic,3900.0
Audi,Allroad,2017,Universal,168000.0,2000.0,Diesel,Automatic,24900.0
BMW,3 Series,1993,Sedan,1111111.0,1800.0,Metan/Propan,Manual,1700.0
Ford,Sierra,1990,Sedan,18000.0,1800.0,Metan/Propan,Manual,950.0
Renault,Kadjar,2016,SUV,180000.0,1500.0,Diesel,Automatic,12999.0
BMW,3 Series,2005,Sedan,168000.0,1800.0,Petrol,Manual,6500.0
Mercedes,E Class,2001,Sedan,666.0,270.0,Diesel,Automatic,2500.0
Opel,Astra,2000,Universal,38242.0,1400.0,Metan/Propan,Manual,1800.0
Vaz,2121niva,1989,SUV,168966.0,1600.0,Petrol,Manual,2650.0
Hyundai,Getz,2008,Hatchback,200000.0,1400.0,Metan/Propan,Manual,3800.0
Mercedes,CLS Class,2009,Coupe,249100.0,3000.0,Diesel,Automatic,8400.0
Skoda,Superb,2016,Sedan,96000.0,2000.0,Diesel,Automatic,22200.0
Subaru,XV,2015,Crossover,60000.0,2000.0,Hybrid,Automatic,12500.0
Volkswagen,Golf,2011,Hatchback,137000.0,1400.0,Petrol,Manual,6000.0
Mercedes,C Class,1994,Sedan,320580.0,1800.0,Petrol,Manual,2450.0
Mercedes,M Class,2003,Crossover,356000.0,2700.0,Diesel,Automatic,8050.0
Opel,Astra,1994,Hatchback,123.0,1600.0,Petrol,Manual,550.0
Opel,Meriva,2011,Hatchback,210000.0,1300.0,Diesel,Manual,4900.0
Opel,Vectra,1990,Sedan,34000.0,1780.0,Petrol,Manual,1399.0
Volkswagen,Passat,1992,Sedan,300000.0,1800.0,Petrol,Manual,1700.0
Opel,Zafira,2006,Minivan,220225.0,1900.0,Diesel,Manual,4600.0
Opel,Zafira,2014,Minivan,189568.0,1396.0,Metan/Propan,Automatic,9500.0
Mercedes,Viano,2011,Minivan,245000.0,2200.0,Diesel,Automatic,17500.0
Citroen,C3,2006,Hatchback,270000.0,1400.0,Diesel,Manual,2400.0
Lexus,LS Series,1997,Sedan,280000.0,4000.0,Petrol,Automatic,4500.0
Suzuki,Baleno,1999,Universal,11111.0,1600.0,Metan/Propan,Manual,1500.0
Audi,A4,2016,Sedan,16000.0,2000.0,Petrol,Automatic,13900.0
KIA,Rio,2006,Hatchback,260000.0,1500.0,Diesel,Manual,4200.0
Volkswagen,Passat,1999,Universal,315000.0,1800.0,Metan/Propan,Manual,2850.0
Volkswagen,Passat,1999,Sedan,20000.0,1800.0,Petrol,Manual,2800.0
Vaz,2101,1977,Sedan,67000.0,1100.0,Petrol,Manual,3000.0
Mercedes,E Class,2009,Sedan,200000.0,2200.0,Diesel,Automatic,8000.0
Opel,Vectra,1990,Sedan,34000.0,1780.0,Petrol,Automatic,1399.0
Mercedes,E Class,2015,Sedan,3000.0,1998.0,Metan/Propan,Automatic,14900.0
Volkswagen,Jetta,2018,Sedan,90000.0,1400.0,Petrol,Automatic,11500.0
BMW,5 Series,1990,Sedan,111.0,1800.0,Petrol,Manual,550.0
Audi,A1,2011,Hatchback,180000.0,1400.0,Petrol,Automatic,11500.0
Toyota,Corolla,2005,Hatchback,283000.0,1400.0,Diesel,Automatic,5550.0
Nissan,Primastar,2004,Universal,300000.0,1900.0,Diesel,Manual,2450.0
Honda,Accord,1997,Sedan,353352.0,1800.0,Petrol,Manual,2000.0
Opel,Omega,1996,Universal,311000.0,2000.0,Petrol,Manual,1050.0
Skoda,Superb,2012,Sedan,171000.0,1800.0,Petrol,Automatic,9800.0
Dacia,Logan Mcv,2015,Universal,149000.0,1500.0,Diesel,Manual,6400.0
Skoda,Fabia,2012,Universal,153000.0,1200.0,Diesel,Manual,5700.0
Opel,Zafira,2013,Minivan,169543.0,2000.0,Diesel,Manual,10200.0
Rover,Altele,2018,Universal,0.0,0.0,Electric,Automatic,16500.0
Hyundai,Matrix,2005,Sedan,102355.0,1500.0,Diesel,Manual,3200.0
Byd,Altele,2020,Hatchback,0.0,0.0,Electric,Automatic,15700.0
Renault,Grand Scenic,2015,Minivan,123000.0,1500.0,Diesel,Manual,4500.0
Opel,Combo,2010,Universal,1230000.0,1300.0,Diesel,Manual,3200.0
Honda,CR-V,2006,SUV,1230000.0,2000.0,Petrol,Manual,6500.0
Audi,A4,1999,Sedan,187000.0,1900.0,Diesel,Manual,1500.0
Honda,Jazz,2014,Hatchback,40000.0,1339.0,Hybrid,Automatic,4599.0
Ford,Fiesta,2014,Hatchback,40000.0,1400.0,Diesel,Automatic,3450.0
Toyota,Auris,2013,Hatchback,1230000.0,1800.0,Hybrid,Automatic,7599.0
Ferrari,Altele,2017,Cabriolet,1230000.0,4000.0,Petrol,Automatic,49000.0
Daewoo,Rezzo,2004,Microvan,1.0,195.0,Metan/Propan,Manual,2500.0
Volvo,S60,2001,Sedan,270000.0,2400.0,Petrol,Manual,1600.0
Honda,CR-V,2010,Crossover,189566.0,2000.0,Petrol,Automatic,10970.0
Nissan,Primera,1996,Sedan,302000.0,2000.0,Metan/Propan,Manual,2000.0
Dacia,Sandero Stepway,2017,Crossover,62000.0,898.0,Petrol,Manual,6799.0
KIA,Picanto,2013,Hatchback,118000.0,1000.0,Petrol,Manual,4500.0
Nissan,Serena,1992,Minivan,381300.0,1600.0,Petrol,Manual,1800.0
Volkswagen,Golf,1987,Hatchback,236000.0,1300.0,Petrol,Manual,750.0
Renault,Grand Scenic,2015,Minivan,200000.0,1500.0,Diesel,Manual,7250.0
BMW,5 Series,2014,Sedan,217000.0,2000.0,Diesel,Automatic,17002.0
Volvo,XC60,2016,SUV,166000.0,2400.0,Diesel,Automatic,20909.0
Suzuki,S-Cross,2013,Hatchback,130000.0,1586.0,Petrol,Automatic,7500.0
BMW,5 Series,2008,Sedan,260000.0,2000.0,Diesel,Manual,8150.0
Toyota,Urban Cruiser,2009,Crossover,151000.0,1364.0,Diesel,Manual,7400.0
Ford,F-150,2016,Pickup,75000.0,5000.0,Petrol,Automatic,25000.0
Zaz,1102 Tavria,1993,SUV,50000.0,1100.0,Petrol,Manual,800.0
Volkswagen,Passat,2019,Sedan,63000.0,2000.0,Petrol,Automatic,15000.0
Nissan,Qashqai,2008,Minivan,200000.0,1500.0,Diesel,Manual,6300.0
Seat,Alhambra,1999,Minivan,251000.0,2000.0,Metan/Propan,Manual,3600.0
Rover,200 Series,1999,Hatchback,180000.0,1400.0,Petrol,Manual,1600.0
KIA,Niro,2017,Crossover,157000.0,1600.0,Hybrid,Automatic,14990.0
BMW,X5,2011,Crossover,216056.0,3000.0,Petrol,Automatic,15500.0
Honda,CR-V,2010,Crossover,189400.0,2200.0,Diesel,Automatic,13800.0
Renault,Scenic,2006,Hatchback,260000.0,1598.0,Petrol,Manual,2800.0
Vaz,2106,1989,Sedan,8000.0,1300.0,Petrol,Manual,800.0
Dacia,Sandero,2010,Hatchback,115000.0,1400.0,Metan/Propan,Manual,3400.0
BMW,X5,2003,SUV,2003548.0,3000.0,Diesel,Automatic,11500.0
Toyota,Rav 4,2013,SUV,175000.0,2200.0,Diesel,Manual,16000.0
Seat,Alhambra,1997,Minivan,1234.0,2000.0,Metan/Propan,Manual,3000.0
Jeep,Grand Cherokee,1996,SUV,204.0,5200.0,Metan/Propan,Automatic,5000.0
Audi,A4,2006,Sedan,1.0,2000.0,Diesel,Automatic,5000.0
Mercedes,E Class,2007,Sedan,356000.0,2200.0,Diesel,Manual,8900.0
Renault,Megane,2010,Universal,220000.0,1500.0,Diesel,Manual,5000.0
Ford,Ka,2009,Hatchback,130000.0,1200.0,Petrol,Manual,3200.0
Opel,Zafira,2004,Minivan,2588449.0,1600.0,Metan/Propan,Manual,3500.0
Lexus,CT Series,2013,Hatchback,151000.0,1800.0,Hybrid,Automatic,11200.0
Mazda,6,2003,Universal,280968.0,2000.0,Diesel,Manual,3800.0
Mazda,CX-5,2012,Crossover,138000.0,2191.0,Diesel,Automatic,9900.0
Nissan,Qashqai,2018,SUV,108700.0,1500.0,Diesel,Manual,15999.0
Volkswagen,Caravelle,2008,Minivan,242500.0,2459.0,Diesel,Manual,9150.0
Nissan,Qashqai,2018,SUV,108700.0,1500.0,Diesel,Manual,15999.0
Volkswagen,Caravelle,2008,Minivan,242500.0,2459.0,Diesel,Manual,9150.0
Audi,A6,2002,Sedan,250000.0,2500.0,Diesel,Automatic,3600.0
Chevrolet,Kalos,2005,Hatchback,340000.0,1200.0,Metan/Propan,Manual,1250.0
Renault,Grand Scenic,2015,Minivan,173000.0,1500.0,Diesel,Automatic,9200.0
Mercedes,E Class,2001,Coupe,350080.0,2000.0,Metan/Propan,Automatic,3850.0
Skoda,Octavia,2007,Hatchback,236000.0,1896.0,Diesel,Automatic,5800.0
Skoda,Favorit,1994,Hatchback,20000.0,1300.0,Petrol,Manual,300.0
Mercedes,E Class,2001,Sedan,1111111.0,3200.0,Diesel,Automatic,2850.0
Opel,Astra,2007,Coupe,300000.0,1300.0,Diesel,Manual,3999.0
Opel,Astra,2005,Sedan,19999.0,1600.0,Petrol,Automatic,3800.0
Nissan,Maxima,1999,Sedan,555.0,2000.0,Metan/Propan,Manual,2500.0
Audi,A6,1998,Universal,300000.0,2500.0,Diesel,Manual,2650.0
Skoda,Fabia,2012,Hatchback,190000.0,1200.0,Petrol,Manual,4099.0
BMW,3 Series,2015,Sedan,78000.0,2000.0,Petrol,Automatic,13700.0
Renault,Fluence,2012,Sedan,49000.0,100.0,Electric,Automatic,7777.0
Honda,Accord,1993,Universal,240000.0,2200.0,Metan/Propan,Manual,950.0
Volkswagen,Passat,2004,Universal,300000.0,1900.0,Diesel,Manual,2100.0
Toyota,Avensis Verso,2005,Minivan,200000.0,2000.0,Diesel,Manual,1500.0
BMW,5 Series,2004,Universal,333000.0,2500.0,Diesel,Automatic,4000.0
Ford,Transit Connect,2002,Universal,200000.0,200.0,Diesel,Manual,4600.0
Toyota,Land Cruiser Prado,2004,SUV,250000.0,3000.0,Diesel,Manual,13000.0
Renault,Kangoo,2008,Universal,247000.0,1500.0,Diesel,Manual,3400.0
Renault,Scenic,2004,Universal,289000.0,1500.0,Diesel,Manual,3500.0
Nissan,Juke,2011,Crossover,200000.0,1500.0,Diesel,Manual,7000.0
Renault,Clio,2006,Sedan,259864.0,1200.0,Petrol,Manual,2300.0
Peugeot,307,2006,Universal,184000.0,1400.0,Petrol,Manual,2200.0
Ford,Fiesta 3D,2005,Hatchback,125000.0,1300.0,Petrol,Manual,1700.0
Seat,Ibiza,2011,Sedan,183000.0,1200.0,Diesel,Manual,4400.0
Hyundai,Elantra,2015,Sedan,126000.0,1600.0,Petrol,Automatic,6900.0
Nissan,Qashqai,2015,SUV,120000.0,1500.0,Diesel,Manual,8200.0
Volvo,XC90,2016,Crossover,84000.0,2000.0,Diesel,Automatic,33500.0
Toyota,Avensis Verso,2005,Minivan,212950.0,2000.0,Diesel,Manual,4299.0
Honda,CR-V,2013,Crossover,170000.0,1600.0,Diesel,Manual,12500.0
Volvo,900 Series,1993,Sedan,286000.0,2000.0,Petrol,Manual,1500.0
Mitsubishi,Outlander,2005,Crossover,180.0,2000.0,Metan/Propan,Manual,5300.0
Nissan,Almera Tino,2002,Minivan,217000.0,1800.0,Petrol,Manual,2500.0
BMW,X5,2015,SUV,165000.0,2500.0,Diesel,Automatic,27990.0
Mercedes,E Class,1994,Coupe,400000.0,220.0,Metan/Propan,Automatic,3450.0
Peugeot,Partner,2005,Minivan,189984.0,1400.0,Metan/Propan,Manual,2300.0
Volkswagen,Touran,2011,Minivan,151000.0,1400.0,Metan/Propan,Automatic,7200.0
Opel,Astra,2005,Hatchback,182800.0,1300.0,Diesel,Manual,4200.0
Nissan,Qashqai,2012,Crossover,138000.0,1500.0,Diesel,Manual,8500.0
Volkswagen,Transporter,2002,Minivan,500000.0,2500.0,Diesel,Manual,5999.0
Opel,Astra,2008,Universal,240000.0,1300.0,Diesel,Manual,4300.0
Volkswagen,Polo,2001,Hatchback,30000.0,139.0,Petrol,Manual,1000.0
Mercedes,GLK Class,2012,Crossover,224000.0,2500.0,Diesel,Automatic,17600.0
Toyota,Rav 4,2010,Crossover,105000.0,2500.0,Metan/Propan,Automatic,9300.0
Dacia,Logan,2007,Minivan,400000.0,1400.0,Metan/Propan,Manual,3400.0
Nissan,Qashqai,2016,Crossover,155000.0,1500.0,Diesel,Manual,12250.0
Toyota,Land Cruiser,2008,SUV,195000.0,4500.0,Diesel,Automatic,27000.0
Volkswagen,Passat,1995,Sedan,452354.0,1800.0,Metan/Propan,Manual,1500.0
Volkswagen,Jetta,2012,Sedan,221000.0,1400.0,Hybrid,Automatic,9300.0
Skoda,Superb,2014,Sedan,166000.0,2000.0,Diesel,Manual,12299.0
Toyota,Aygo,2006,Hatchback,110675.0,998.0,Petrol,Automatic,3750.0
Volkswagen,Passat,2000,Sedan,11111.0,2500.0,Diesel,Manual,3700.0
Hyundai,Tucson,2006,Crossover,272121.0,2000.0,Metan/Propan,Manual,5650.0
BMW,7 Series,1999,Sedan,375000.0,4400.0,Petrol,Automatic,6300.0
Volkswagen,Sharan,2007,Minivan,250000.0,200.0,Diesel,Manual,4200.0
Porsche,Cayenne,2013,SUV,75000.0,4134.0,Diesel,Automatic,48999.0
Volkswagen,Transporter,2008,Minivan,242500.0,2459.0,Diesel,Manual,9150.0
Mercedes,Vito,2016,Microvan,130256.0,1600.0,Diesel,Manual,15000.0
BMW,5 Series,2013,Sedan,120369.0,3000.0,Petrol,Automatic,15200.0
Renault,Grand Scenic,2013,Minivan,175200.0,1500.0,Diesel,Manual,6700.0
BMW,5 Series,2000,SUV,200000.0,2000.0,Diesel,Automatic,3000.0
Audi,Allroad,2002,Universal,323000.0,2500.0,Diesel,Automatic,3000.0
Peugeot,306,1997,Hatchback,280000.0,1600.0,Petrol,Manual,1600.0
Ford,Mondeo,2010,Sedan,176000.0,1600.0,Metan/Propan,Manual,6000.0
Mercedes,E Class,2012,Sedan,250000.0,2200.0,Diesel,Automatic,14500.0
Ford,Mondeo,2010,Sedan,176000.0,1600.0,Metan/Propan,Manual,6000.0
Renault,Talisman,2016,Universal,140000.0,1500.0,Diesel,Automatic,12900.0
Toyota,Prius,2016,Sedan,137000.0,1800.0,Hybrid,Automatic,12700.0
Audi,A4,2010,Universal,228900.0,2000.0,Petrol,Automatic,10850.0
Skoda,Fabia,2011,Universal,173000.0,1200.0,Diesel,Manual,5400.0
Volkswagen,Caravelle,2003,Minivan,350000.0,2500.0,Diesel,Manual,7400.0
Toyota,Prius,2011,Hatchback,402000.0,1800.0,Petrol,Automatic,7500.0
BMW,5 Series,2011,Sedan,195600.0,2979.0,Petrol,Automatic,19500.0
Honda,Stream,2002,Minivan,280000.0,1700.0,Petrol,Manual,950.0
Mercedes,E Class,2012,Sedan,1.0,250.0,Diesel,Automatic,14100.0
Skoda,Superb,2016,Sedan,177000.0,2000.0,Diesel,Automatic,17800.0
Volkswagen,Jetta,2008,Sedan,200000.0,1600.0,Petrol,Automatic,5200.0
Skoda,Superb,2011,Universal,152000.0,1800.0,Petrol,Manual,8900.0
Dacia,Sandero,2015,Hatchback,118000.0,1200.0,Petrol,Manual,5500.0
Volkswagen,Caddy,2005,Combi,290000.0,1600.0,Metan/Propan,Manual,4100.0
Chevrolet,Trax,2018,Crossover,33000.0,1800.0,Petrol,Automatic,13650.0
Opel,Astra,2004,Universal,10.0,1300.0,Petrol,Manual,3000.0
Nissan,Qashqai,2012,Crossover,135000.0,1500.0,Diesel,Manual,8500.0
Volkswagen,Passat,2006,Universal,256352.0,2000.0,Diesel,Automatic,3500.0
Skoda,Fabia,2011,Hatchback,156300.0,1200.0,Petrol,Manual,4600.0
Renault,Megane,2010,Universal,204500.0,1461.0,Diesel,Automatic,6700.0
Volkswagen,Tiguan,2010,Sedan,162000.0,1400.0,Petrol,Manual,8800.0
Opel,Astra,1993,Sedan,222222.0,1600.0,Petrol,Manual,1000.0
BMW,5 Series,2006,Universal,330000.0,2500.0,Diesel,Automatic,8600.0
Nissan,Serena,1993,Minivan,280000.0,2000.0,Metan/Propan,Manual,1700.0
Ford,Galaxy,2002,Microvan,281632.0,1900.0,Diesel,Automatic,4250.0
Toyota,Auris,2013,Sedan,96476.0,1400.0,Diesel,Manual,8750.0
Skoda,Octavia,2014,Sedan,247152.0,2000.0,Diesel,Manual,11950.0
Citroen,C3,2012,Hatchback,195162.0,1400.0,Diesel,Manual,5450.0
Hyundai,Matrix,2005,Minivan,264752.0,1500.0,Diesel,Manual,3450.0
Volkswagen,Passat,2013,Universal,191325.0,2013.0,Metan/Propan,Automatic,7650.0
Mercedes,190,1985,Sedan,245000.0,2000.0,Metan/Propan,Automatic,3950.0
Volkswagen,Passat,2009,Universal,267000.0,1400.0,Metan/Propan,Automatic,6650.0
Opel,Zafira,2002,Universal,300000.0,1600.0,Petrol,Manual,2700.0
Nissan,Maxima,1995,Sedan,357000.0,2000.0,Metan/Propan,Automatic,2650.0
BMW,3 Series,2016,Sedan,90000.0,1999.0,Diesel,Automatic,14999.0
Mercedes,Series (W124),1994,Coupe,1.0,2200.0,Metan/Propan,Automatic,4000.0
Honda,Civic,2008,Sedan,210300.0,1300.0,Hybrid,Automatic,5500.0
Mercedes,Series (W124),1989,Sedan,350000.0,3000.0,Metan/Propan,Manual,800.0
Mitsubishi,Colt,2004,Hatchback,192000.0,1499.0,Petrol,Manual,3000.0
Mercedes,Series (W124),1992,Sedan,475000.0,2300.0,Metan/Propan,Automatic,1500.0
Citroen,C4,2006,Coupe,252222.0,2000.0,Petrol,Manual,2900.0
Lexus,CT Series,2015,Hatchback,181000.0,1800.0,Hybrid,Automatic,12300.0
Volkswagen,Passat,1994,Universal,167000.0,2000.0,Petrol,Manual,1200.0
Volkswagen,Bora,2000,Sedan,317000.0,1600.0,Petrol,Manual,3800.0
Ford,Fiesta,1985,Coupe,1111.0,1600.0,Petrol,Manual,5000.0
Honda,CR-V,2018,Crossover,55000.0,1500.0,Petrol,Automatic,19500.0
Audi,A6,2016,Sedan,126000.0,3000.0,Petrol,Automatic,19900.0
Honda,CR-V,2018,Crossover,65000.0,1500.0,Petrol,Automatic,16999.0
Lexus,IS Series,2014,Sedan,135000.0,2468.0,Hybrid,Automatic,17800.0
Hyundai,Lantra,1993,Sedan,10000.0,1800.0,Metan/Propan,Manual,15000.0
KIA,Sephia,1999,Sedan,200000.0,1500.0,Petrol,Manual,1100.0
Toyota,Avalon,2015,Sedan,165500.0,2500.0,Hybrid,Automatic,15499.0
Toyota,Prius,2011,Hatchback,209000.0,1800.0,Hybrid,Automatic,6599.0
Daewoo,Matiz,2003,Hatchback,290000.0,800.0,Petrol,Manual,900.0
Toyota,Prius,2011,Hatchback,180500.0,1800.0,Hybrid,Automatic,6899.0
Volvo,XC60,2009,SUV,273000.0,2500.0,Diesel,Automatic,13500.0
Skoda,Superb,2010,Universal,190120.0,1400.0,Petrol,Manual,7900.0
Volkswagen,Golf,2003,Hatchback,320000.0,1900.0,Diesel,Manual,1600.0
Honda,Accord,2002,Hatchback,297000.0,1850.0,Metan/Propan,Manual,3000.0
Mitsubishi,Space Wagon,1993,Minivan,340000.0,2000.0,Diesel,Manual,2000.0
Nissan,Bluebird,1986,Hatchback,230000.0,2000.0,Metan/Propan,Manual,1100.0
Audi,100,1993,Universal,180000.0,2000.0,Metan/Propan,Manual,2000.0
Skoda,Octavia,2019,Universal,15100.0,1600.0,Petrol,Manual,15700.0
Subaru,Trezia,2012,Sedan,193000.0,1300.0,Petrol,Manual,5200.0
Lexus,Es Series,2007,Sedan,111.0,3500.0,Petrol,Automatic,6800.0
Skoda,Rapid,2017,Sedan,217534.0,1422.0,Diesel,Manual,7699.0
Chevrolet,Captiva,2008,Universal,29000.0,2000.0,Diesel,Manual,8200.0
